English,Indonesia
"The net profit growth was supported by corporate net income which jumped from Rp437.64 billion in 2005 to Rp474.78 billion in 2006 and by business profit which rose to Rp209.53 billion in 2006 from Rp177.18 billion in 2005 , the CMNP annual consolidation financial report said here Monday .","Menurut laporan keuangan konsolidasi tahunan perseroan , pertumbuhan laba bersih tersebut didukung oleh pendapatan bersih perseroan yang meningkat dari Rp437,64 miliar pada tahun 2005 menjadi Rp474,78 miliar pada tahun 2006 dan dalam waktu bersamaan laba usahanya bertambah dari Rp177,18 miliar menjadi Rp209,53 miliar ."
The report also showed earnings per share EPS grew to Rp60.76 in 2006 from Rp40.51 in 2005 .,"Sementara laba bersih per saham Earnings Per Share / EPS perseroan naik menjadi Rp60,76 pada tahun 2006 dari Rp40,51 pada tahun 2005 ."
The net profit rise surpassed the publicly-listed CMNP's target of Rp10 billion in 2006 .,Perolehan laba bersih tersebut melampaui angka yang diproyeksikan perseroan .
Last year's net profit recorded a 23.46 percent hike compared to that of Rp81 billion in 2005 .,"PT Citra Marga Nusaphala Tbk memproyeksikan laba bersih akhir 2006 sekitar Rp100 miliar , atau meningkat 23,46 persen dibanding tahun sebelumnya sebesar Rp81 miliar ."
"The Jakarta Stock Exchange BEJ reported as of February 2007 , CMNP's shares were 9.01 percent owned by PT Bhakti Investama , 5.13 percent by Ievan Daniar Sumampow , 5.23 percent by Remington Gold Ltd and 7.2 percent by UBS AG Singapore S / A Heffernan .","Berdasarkan data Bursa Efek Jakarta BEJ pemegang saham lima persen atau lebih perseroan per 28 Februari 2007 , terdiri dari PT Bhakti Investama Tbk 9,01 persen , Ievan Daniar Sumampow 5,13 persen , Remington Gold Limited 5,23 persen dan UBS AG Singapore S / A Heffernan 7,2 persen ."
"In order to fuel its growth , the real sector will need not only low interest rates but also other incentives such as fiscal and tax policies , debureaucratization , law enforcement and elimination of smuggling and illegal transactions .","Sektor riil tidak hanya memerlukan suku bunga yang rendah untuk kembali bergerak , namun juga harus didukung insentif lain seperti fiskal atau pajak , debirokratisasi , penegakan hukum , pemberantasan penyelundupan , transaksi ilegal dan lainnya ."
"The real sector could be encouraged not only with Bank Indonesia BI's low interest rate but also with other incentives such as fiscal or tax policies , elimination of smuggling and illegal transactions , Economic observer Ryan Kiryanto said here on Monday .","Gairah sektor riil tak hanya karena BI rate yang rendah , tetapi juga insentif-insentif lain seperti fiskal atau pajak , debirokratisasi , law enforcement , pemberantasan penyelundupan dan illegal transaction lainnya sebagai ' pending works' yang harus dijalankan pemerintah , kata pengamat ekonomi Ryan Kiryanto di Jakarta , Senin ."
He said that BI was expected to lower its rate BI rate by 25 percent basis points from nine percent to 8.75 percent as the inflation had shown a declining trend which in March was expected to reach 0.5 percent .,"Dari sisi suku bunga , Ryan memperkirakan BI rate kembali akan diturunkan sebesar 25 basis poin dari 9 persen menjadi 8,75 persen mengingat tren laju inflasi yang semakin menurun dan khususnya inflasi Maret yang diperkirakan sekitar 0,5 persen ."
"But it is not impossible that BI will maintain nine percent with a compensation that this week BI will continue to slacken banking rules in the field of credit provision , he said .",Namun tidak tertutup BI akan tetap menahan di level 9 persen dengan ' kompensasi ' pekan ini BI masih akan terus melonggarkan aturan-aturan perbankan di bidang perkreditan .
"Ryan said in order to boost the growth of the real sector and to reduce the amount of banking funds invested with Bank Indonesia Certificates SBI , he would prefer if the BI rate was lowered by 25 basis points .","Tapi untuk mendorong sektor riil dan menurunkan porsi dana perbankan di SBI , saya cenderung BI Rate diturunkan 25 basis poin , kata Ryan ."
He said that the lowering of the BI rate had failed to drive the growth of the real sector because it was not followed by economic and fiscal policies .,"Dikatakannya , transmisi moneter dengan penurunan suku bunga terbukti gagal mendorong sektor riil karena tidak diikuti kebijakan-kebijakan di sisi fiskal dan ekonomi yang menjadi peran atau tugas pemerintah ."
"So , BI , banks and the real sector should not be blamed .","Jadi , jangan salahkan BI , jangan salahkan perbankan , dan jangan salahkan sektor riil ."
"The government should adopt breakthrough policies in order to boost the growth of the real sector , he added .","Pemerintah harus membuat kebijakan-kebijakan terobosan untuk mendorong sektor riil dengan menciptakan iklim investasi yang menarik melalui penyelesaian ' pending works' tadi , kata Chief Economist BNI tersebut ."
"BI had previously said that the investment by banks of their funds in BI's monetary instrument , namely SBI , was something normal as banks were in surplus of liquidity , besides the constraints they faced in their intermediary roles .","Sebelumnya , Bank Indonesia menilai penempatan dana perbankan di instrumen moneter Sertifikat Bank Indonesia SBI merupakan hal wajar akibat kelebihan likuiditas dan hambatan fungsi intermediasi karena besarnya risiko mikro struktural ."
BI Governor Burhanuddin Abdullah said the idle funds invested with the SBI reflected that banks faced problems with exercising their intermediary roles .,"Gubernur Bank Indonesia Burhanuddin Abdullah mengatakan , dana yang menganggur di instrumen SBI merupakan ekses kesulitan perbankan menjalankan fungsi intermediasi , seperti adanya asimetris informasi antara perbankan dengan sektor riil ."
"Publicly-listed PT Tempo Scan Pacific TSPC stated it booked a net profit of Rp272.58 billion as of December 2006 , a 8.16 percent decline from Rp296.82 billion in the corresponding period in 2005 .","Direksi perusahaan farmasi PT Tempo Scan Pacific Tbk TSPC di Jakarta , Senin , mengatakan untuk tahun yang berakhir Desember 2006 perseroan membukukan laba bersih Rp272,58 miliar , turun 8,16 persen dibandingkan periode sama tahun sebelumnya Rp296,82 miliar ."
TSPC's annual consolidation financial report made available here Monday showed the decline in the net profit was mainly caused by high operational cost though the proceeds of its net sales increased to Rp2.73 trillion in 2006 from Rp2.50 trillion in 2005 .,"Laporan keuangan konsolidasi tahunan perseroan memperlihatkan penurunan laba bersih tersebut terutama akibat tingginya biaya operasional , karena penjualan bersihnya masih meningkat dari Rp2,50 triliun pada tahun 2005 menjadi Rp2,73 triliun pada tahun 2006 ."
"Meanwhile , the company's operational profit was recorded at Rp314.04 billion in 2006 , a decline compared to the Rp353.48 billion in 2005 .","Sementara laba operasional perseroan tercatat Rp314,04 miliar pada tahun 2006 , turun dari tahun sebelumnya Rp353,48 miliar dan laba bersih per saham perseroan turun tipis dari Rp66 pada tahun 2005 menjadi Rp61 pada tahun 2006 ."
"The Jakarta Stock Exchange BEJ reported that as of last February 28 , 68.56 percent of PT Tempo Scan Pacific was controlled by Bogamulia Nagadi and the rest by the public .","Menurut data Bursa Efek Jakarta BEJ per 28 Februari 2007 sebagian besar saham PT Tempo Scan Pacific Tbk atau 68,56 persen dikuasai oleh Bogamulia Nagadi , dan sisanya dikuasai oleh publik ."
"PT Bumi Resources Tbk BUMI , Indonesia's biggest coal exporter , has agreed to sell 30 percent of its shares in a number of its subsidiaries operating in coal business namely PT Kaltim Prima Coal KPC and PT Arutmin Indonesia Arutmin to Tata Power Company Limited .","PT Bumi Resources Tbk BUMI menyetujui penjualan saham 30 persen dari sejumlah anak perusahaannya yang bergerak di bidang batubara , yaitu PT Kaltim Prima Coal KPC dan PT Arutmin Indonesia Arutmin , kepada Tata Power Company Limited Tata Power ."
"This cooperation will improve the company's future prospect to become a solid company and with Tata Power we are ready to expand to other areas of common interest , the president director of PT Bumi Resources , Ari Saptari Hudaya , said to newsmen here on Monday .","Kerjasama ini akan memperkuat prospek ke depan bahwa BUMI akan menjadi perusahaan yang kuat dan dengan Tata Power kami siap untuk melakukan ekspansi ke area lain yang memiliki kepentingan yang sama , kata Presiden Direktur BUMI Ari Saptari Hudaya di Jakarta , Senin ."
BUMI would receive around US $ 1.3 billion from the sale .,"BUMI akan menerima pendapatan sekitar 1,3 milyar dolar AS , yang meliputi 1,1 milyar dolar AS harga dasar dan 200 juta dolar AS untuk modal kerja dan penyesuaian akhir ."
"The company's director , Patrick Farrel , said there was a strong synergy between BUMI and Tata Power which is India's largest electricity private company and part of Tata Group .","Direktur BUMI Kenneth Patrick Farrell mengemukakan , terdapat sinergi yang besar antara BUMI dengan Tata Power yang merupakan perusahaan swasta terbesar India dalam bidang utilitas tenaga kelistrikan dan bagian dari Tata Group ."
"BUMI commissioner Nalinkant Rathod meanwhile said KPC had made a long-term agreement with Tata Power to supply around 10 million tons of coal a year for a power plant in Trombay , India , and a number of future projects .","Komisaris BUMI Nalinkant Rathod memaparkan , Tata Power telah masuk ke dalam persetujuan jangka panjang dengan KPC yang akan menyuplai sekitar 10 juta ton batubara per tahun untuk pembangkit listrik di Trombay , India , dan juga sejumlah proyek masa depan lainnya ."
He said BUMI wished to use the proceeds for pay off its debts in a number of its subsidiaries and inter-company loans .,"Nalinkant mengungkapkan , BUMI bermaksud mengunakan hasil penjualan itu untuk menghapus seluruh utang dalam sejumlah subsidiary BUMI dan pinjaman antarperusahaan ."
He said various coal companies belonging to BUMI if combined could be one of the world's biggest thermal coal exporters with access to around 7.2 billion metric tons from combined resources and natural reserves .,"Ia mengatakan , berbagai perusahaan batubara milik BUMI , bila digabungkan seluruhnya maka merupakan salah satu eksportir batubara thermal terbesar di dunia dengan akses kepada sekitar 7,2 milyar metrik ton dari berbagai gabungan sumber daya dan cadangan hasil bumi ."
"Jointly KPC and Arutmin produced more than 53 metric tons of coal in 2006 and more than 95 percent of the coal was exported , he said .","Secara bersama , KPC dan Arutmin menghasilkan lebih dari 53 MT batubara pada tahun 2006 dan lebih dari 95 persen batubara tersebut dijual ke pasar luar negeri , katanya ."
He said the purchase agreement would not disrupt domestic sale and export business arrangement within BUMI .,Dia menambahkan menambahkan bahwa persetujuan itu tidak akan membuat adanya konflik kepentingan antara bidang domestik dan ekspor dalam bisnis BUMI .
"Bank Indonesia believes its new policy will promote intermediation for small and medium buinsesses , the bank's spokesman , Budi Mulya , said here on Tuesday .",Bank Indonesia meyakini ketentuan baru yang dikeluarkan untuk mendorong intermediasi pada usaha kecil dan menengah UKM akan berhasil mendorong percepatan kredit ke sektor tersebut .
Around 60 percent of the credits distributed so far were credits worth up to Rp10 billion .,Sekitar 60 persen kredit yang disalurkan berasal dari kredit sampai dengan Rp10 miliar .
"Under the new policy it is hoped banks will be encouraged to provide loans to small and medium businesses thus speeding up credit distribution , he said .","Dengan ketentuan baru itu , diharapkan bank akan berani memberikan pinjaman kepada mereka , sehingga akan ada percepatan pemberian kredit , kata Direktur Perencanaan Strategis dan Humas Budi Mulya di Jakarta , Selasa ."
Central bank deputy governor Mulyaman D Hadad meanwhile said the new regulation would highly benefit the development of small and medium businesses and hopefully would help promote the country's national economic development .,Deputi Gubernur Bank Indonesia Mulyaman D Hadad di tempat yang sama menjelaskan ketentuan baru tersebut sangat kondusif bagi pengembangan UKM dan diharapkan bisa mendorong laju perekonomian nasional .
